place_id,name,main_category,phone,website,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates,lat,lng,House_number,Street,Ward,District,City,progress,cleaned_street
ChIJQV-9rb0pdTERSfvHw4dF2X4,Xưởng Túi Xách D & A,Cửa hàng túi xách,0909 916 007,,"22A Ng. Đức Kế, P. 12, Bình Thạnh, Thành phố Hồ Chí Minh 72300","P. 12, Bình Thạnh",22A Ng. Đức Kế,Thành phố Hồ Chí Minh,72300.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.808562,106.698903",10.808562,106.698903,,Đường Ngô Đức Kế,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Ngô Đức Kế
ChIJdfBc_tModTERBAWVEr1fB8g,Túi Xách Nữ - L&L Shop,Cửa hàng phụ kiện thời trang,0906 706 227,,"QMWJ+5X2 Phan Đình Phùng, Phường 17, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 17, Phú Nhuận","QMWJ+5X2, Phan Đình Phùng",Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.7953779,106.68239679999999",10.7953779,106.68239679999999,185,Đường Phan Đình Phùng,Phường 17,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Phan Đình Phùng
ChIJXz4pXQIvdTERdqhmqq_SRAI,Túi xách nữ Meego - Hồ Chí Minh,Cửa hàng túi xách,0964 697 699,,"120 Đ. Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000","Phường Bến Thành, Quận 1",120 Đ. Lê Lai,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.772549999999999,106.698962",10.772549999999999,106.698962,118B,Đường Lê Lợi,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Lợi
ChIJzR8oubModTER0daxJLyZn-4,Đại Lý Túi Xách Công Tiến,Cửa hàng túi xách,028 6294 4862,,"6 Phan Văn Hân, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 19, Bình Thạnh",6 Phan Văn Hân,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.792453,106.707667",10.792453,106.707667,6,Đường Công Trường Hòa Bình,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Công Trường Hòa Bình
ChIJU3OVMscodTER0tTvfeNkP6k,Bán Sỉ & Lẻ Túi Xách,Cửa hàng túi xách,,,"phường 14, Bình Thạnh, Thành phố Hồ Chí Minh","phường 14, Bình Thạnh",,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8055308,106.6977477",10.8055308,106.6977477,112,Đường Lê Quang Định,Phường 14,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Lê Quang Định
ChIJe7bDMscodTERPyBE6cvmtq0,Túi Cói,Cửa hàng túi xách,,,"106 Lê Quang Định, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 14, Bình Thạnh",106 Lê Quang Định,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8055576,106.6978058",10.8055576,106.6978058,104,Đường Lê Quang Định,Phường 14,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Lê Quang Định
ChIJwTU-XB0pdTEREs-MzzXMCys,Drap Hồng Phương | Drap Gối & Sửa chữa túi xách các loại,Cửa hàng chăn đệm,0937 740 201,,"34 Ng. Tất Tố, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 19, Bình Thạnh",34 Ng. Tất Tố,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.79285,106.71067599999999",10.79285,106.71067599999999,34,Đường Ngô Tất Tố,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Ngô Tất Tố
ChIJg3gJlpgpdTERdsYx_IdgMcU,Túi xách nữ đẹp hàng hiệu xuất khẩu,Cửa hàng túi xách,0938 594 929,,"24B Đường D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 70000","Phường 25, Bình Thạnh",24B Đường D5,Thành phố Hồ Chí Minh,70000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8064544,106.7129155",10.8064544,106.7129155,,Đường D5,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True,Đường D5
ChIJWxOzEjkvdTERasAv4I5nVJE,Kho sỉ túi xách HANA NHẬT 99,Cửa hàng túi xách tay,0907 085 157,,"11 Đ. Lê Lợi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","Bến Nghé, Quận 1",11 Đ. Lê Lợi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7758063,106.7029218",10.7758063,106.7029218,,Đường Lê Lợi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Lợi
ChIJ64M81TgvdTER20jnTTqMXEg,Quầy Bán Túi Xách Đinh Thị Hiền,Cửa hàng bán va li,0977 741 256,,"392, Chợ Bến Thành, Quận 1, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh","Phường Bến Thành, Quận 1","392, Chợ Bến Thành, Quận 1",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.773057999999999,106.6970712",10.773057999999999,106.6970712,184-188,Đường Lê Thánh Tôn,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Thánh Tôn
ChIJ-fTK2RkvdTERIK1wZ4Xx_9I,Shop Túi Xách Hello,Cửa hàng,028 3602 1215,,"245 Đ. Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Cư Trinh, Quận 1",245 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7644223,106.68820509999999",10.7644223,106.68820509999999,10D,Hẻm 245 Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJ3dxiRJgvdTERbMmt3Jeuq80,Lấy Sỉ Túi Xách Chợ An Đông,Cửa hàng túi xách,0969 133 117,,"47 Đ. Yết Kiêu, Phường 9, Quận 5, Thành phố Hồ Chí Minh 70000","Phường 9, Quận 5",47 Đ. Yết Kiêu,Thành phố Hồ Chí Minh,70000.0,"Quận 5, Thành phố Hồ Chí Minh",VN,"10.7588259,106.67277849999999",10.7588259,106.67277849999999,51,Đường Yết Kiêu,Phường 9,Quận 5,Hồ Chí Minh,True,Đường Yết Kiêu
ChIJ3Za8IDsvdTER1P_jeFP2-1g,Potato Clothing,Cửa hàng áo thun,028 6683 0386,https://potato.clothing/,"12 Bà Huyện Thanh Quan, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000","Phường 6, Quận 3",12 Bà Huyện Thanh Quan,Thành phố Hồ Chí Minh,700000.0,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7760728,106.68936509999999",10.7760728,106.68936509999999,12,Đường Bà Huyện Thanh Quan,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Bà Huyện Thanh Quan
ChIJdzI8BD4vdTER5WxMia7AUgc,Xưởng Áo Thun LocalBrandVietNam.com | May-In-Thêu Sỉ Phôi Áo Theo Yêu Cầu,Cửa hàng bán áo phông đặt may,0772 093 065,http://localbrandvietnam.com/,"Hẻm 28 - 15 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 711228","Phường Phạm Ngũ Lão, Quận 1",Hẻm 28 - 15 Đ. Bùi Viện,Thành phố Hồ Chí Minh,711228.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7682225,106.694503",10.7682225,106.694503,12-14,Hẻm 28 Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Viện
ChIJ40GEMxQvdTER7hmB9kVfyZc,Đồng Phục Zumi - Công ty TNHH TM DV TRƯỜNG VÂN,Cửa hàng áo thun,0903 132 585,https://zumiuniform.vn/,"20 Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Cô Giang, Quận 1",20 Hồ Hảo Hớn,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.760512,106.693395",10.760512,106.693395,18,Đường Hồ Hảo Hớn,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Hồ Hảo Hớn
ChIJNd338NEvdTERN-oRA7f4y3I,In Áo Thun - In Áo Theo Yêu Cầu TheNewCotton.com | In Áo Thun Đồng Phục,Cửa hàng áo thun,0772 093 065,http://inaothun.digital/,"Văn Phòng Shop-Office, 28/15 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 712345","Phường Phạm Ngũ Lão, Quận 1","Văn Phòng Shop-Office, 28/15 Đ. Bùi Viện",Thành phố Hồ Chí Minh,712345.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.768120999999999,106.69441499999999",10.768120999999999,106.69441499999999,,Hẻm 28 Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Bùi Viện
ChIJQy0NOCMvdTERq_rFA6emAAY,Cho thuê áo dài,Dịch vụ cho thuê trang phục,0982 936 339,https://chothueaodai.com.vn/,"6/3 Đ. Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000","Phường Bến Thành, Quận 1",6/3 Đ. Cách Mạng Tháng 8,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7719899,106.6932077",10.7719899,106.6932077,,Hẻm 6 Cách Mạng Tháng 8,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
ChIJLVP2ud0odTERdqVvsHGqx9w,"DK Aodai, since 2012 - Chuyên May Áo Dài Nữ & Áo Dài Nam",Thợ may đo,0902 357 348,http://www.dkaodai.vn/,"270/26/1 Phan Đình Phùng, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 1, Phú Nhuận",270/26/1 Phan Đình Phùng,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.797894,106.6822516",10.797894,106.6822516,6/14,Hẻm 270 Phan Đình Phùng,Phường 1,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Phan Đình Phùng
ChIJIQap9kYvdTERCXqZVf6vOnY,Áo dài Sĩ Hoàng,Nhà thời trang may đo cao cấp,0916 276 948,http://sihoang-art.com/,"70 Đ. Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh","Đa Kao, Quận 1",70 Đ. Mạc Đĩnh Chi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.787663199999999,106.6966212",10.787663199999999,106.6966212,,Đường Mạc Đĩnh Chi,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Mạc Đĩnh Chi
ChIJT7cBK9kvdTERaZ4G13xUnJ8,2PLO,Cửa hàng quần áo,0986 806 729,https://2bcloset.vn/,"15 Đ. Trần Hưng Đạo, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 70000","Phường Nguyễn Thái Bình, Quận 1",15 Đ. Trần Hưng Đạo,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7698112,106.69730849999999",10.7698112,106.69730849999999,,Đường Trần Hưng Đạo,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
ChIJf17jKTMvdTERr_Lgr3iIBcU,ÁO DÀI CÔ BA,Cửa hàng quần áo,0942 105 372,http://www.facebook.com/aodaiminhduc,"72 Đinh Công Tráng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","Phường Tân Định, Quận 1",72 Đinh Công Tráng,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7891292,106.6909694",10.7891292,106.6909694,76,Đường Đinh Công Tráng,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Đinh Công Tráng
ChIJ85xuZzIvdTERRjmrswmqCkA,Áo Dài Trang,Cửa hàng quần áo,0915 999 359,https://www.facebook.com/aodaitrangpasteur/,"256A Pasteur, Phường 8, Quận 3, Thành phố Hồ Chí Minh","Phường 8, Quận 3",256A Pasteur,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.78656,106.68948999999999",10.78656,106.68948999999999,256A,Hẻm 6 Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Pasteur
ChIJ0__zuNIodTERtmw3Gr29xdU,Showroom Áo Dài,Cửa hàng quần áo,,,"19 Lý Chính Thắng, Phường 8, Quận 3, Thành phố Hồ Chí Minh","Phường 8, Quận 3",19 Lý Chính Thắng,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7906557,106.6869768",10.7906557,106.6869768,,Hẻm 21 Đường Lý Chính Thắng,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Lý Chính Thắng
ChIJ46Pe9iMvdTERMYZcwXyPdKY,Vẽ Áo Dài Dương Sử,Cửa hàng quần áo,0904 587 919,,"30 Vườn Chuối, Phường 4, Quận 3, Thành phố Hồ Chí Minh","Phường 4, Quận 3",30 Vườn Chuối,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.772689,106.683529",10.772689,106.683529,23,Hẻm 46 Vườn Chuối,Phường 4,Quận 3,Hồ Chí Minh,True,Đường Vườn Chuối
ChIJR2Awb3gpdTERjIqwhapEkeI,"Bikini's Rosa: Shop bikini đẹp nam nữ, đồ bơi trẻ em, áo choàng đi biển",Cửa hàng đồ bơi,0938 686 414,,"24c Xô Viết Nghệ Tĩnh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 19, Bình Thạnh",24c Xô Viết Nghệ Tĩnh,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7937239,106.708613",10.7937239,106.708613,21/1,Xô Viết Nghệ Tĩnh,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Xô Viết Nghệ Tĩnh
ChIJia-syzIvdTER3PtQnKt32wY,Áo dài Thúy Loan(Store),Cửa hàng bán vải,0941 252 325,,"325 Hai Bà Trưng, Phường 8, Quận 3, Thành phố Hồ Chí Minh","Phường 8, Quận 3",325 Hai Bà Trưng,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.789425,106.68977299999999",10.789425,106.68977299999999,2,Hẻm 315 Hai Bà Trưng,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Hai Bà Trưng
ChIJ_ZxuuAIvdTER6NF7Rzcd_Zo,Shop Đêm Áo Dài,Cửa hàng quần áo,0909 168 881,,"189 Đ. Nguyễn Trãi, Phường 2, Quận 5, Thành phố Hồ Chí Minh","Phường 2, Quận 5",189 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 5, Thành phố Hồ Chí Minh",VN,"10.756826799999999,106.6777757",10.756826799999999,106.6777757,173,Đường Nguyễn Trãi,Phường 3,Quận 5,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJbUiPfEAvdTER0KOvjUj7Vto,Nhộng,Cửa hàng quần áo,028 6682 1916,,"93 Võ Văn Tần, Phường Nguyễn Thái Bình, Quận 3, Thành phố Hồ Chí Minh","Phường Nguyễn Thái Bình, Quận 3",93 Võ Văn Tần,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.769773299999999,106.7004463",10.769773299999999,106.7004463,49,Đường Nguyễn Thái Bình,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thái Bình
ChIJNXQheuAudTER1-B4f1pEKfM,Tiệm Sửa Quần Áo Sơn,Cửa hàng quần áo,,,"557 Đ. Lê Hồng Phong, Phường 10, Quận 10, Thành phố Hồ Chí Minh","Phường 10, Quận 10",557 Đ. Lê Hồng Phong,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.768440499999999,106.6739491",10.768440499999999,106.6739491,543,Đường Lê Hồng Phong,Phường 10,Quận 10,Hồ Chí Minh,True,Đường Lê Hồng Phong
ChIJczy4jAwvdTERTMzZY0vjAL0,Cửa hàng áo dài Ngọc Trân,Cửa hàng váy,0983 524 101,,"26/20B Đ. Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 1, Bình Thạnh",26/20B Đ. Lê Văn Duyệt,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7944739,106.69703",10.7944739,106.69703,16A1,Hẻm 26 Lê Văn Duyệt,Phường 1,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Lê Văn Duyệt
ChIJYzK1INsmNSoRwN7wG_GKqAM,Nhật Linh - Xưởng Áo Thun,Cửa hàng quần áo,0937 741 742,,nan,,,,,,,"10.769319999999999,106.59174209999999",10.769319999999999,106.59174209999999,1025,Hương Lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,Hồ Chí Minh,True,Đường Hương Lộ 2
ChIJFXMWdIEvdTERinBIVi7E8XA,SHOP VẢI ÁO DÀI CAO CẤP ECHO,Cửa hàng quần áo,,,"189A Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Cư Trinh, Quận 1",189A Đ. Cống Quỳnh,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7670658,106.6870074",10.7670658,106.6870074,,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Cống Quỳnh
ChIJMRAba-EudTERl-iZLM-8rZU,Shop đồ chơi trẻ em BamBi,Cửa hàng đồ chơi,028 3927 2010,https://dochoibambi.com.vn/,"102 Đ. Vĩnh Viễn, Phường 9, Quận 10, Thành phố Hồ Chí Minh","Phường 9, Quận 10",102 Đ. Vĩnh Viễn,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.764789799999999,106.6720423",10.764789799999999,106.6720423,100-102,Đường Vĩnh Viễn,Phường 9,Quận 10,Hồ Chí Minh,True,Đường Vĩnh Viễn
ChIJoS8j1ckodTER2veng4af0aU,Đồ Chơi Chợ Lớn,Cửa hàng đồ chơi,0909 384 900,http://dochoicholon.com/,"27/237 Đ. Điện Biên Phủ, Phường 15, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 15, Bình Thạnh",27/237 Đ. Điện Biên Phủ,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7972573,106.6997219",10.7972573,106.6997219,27/237,Hẻm 27 Điện Biên Phủ,Phường 15,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Điện Biên Phủ
ChIJx9Sj09oldTERd9cyorBOZ-Y,Polesie Toys Việt Nam,Cửa hàng đồ chơi,0899 885 956,https://www.polesie.vn/,"176 Hoa Lan, phường 2, Phú Nhuận, Thành phố Hồ Chí Minh","phường 2, Phú Nhuận",176 Hoa Lan,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.7980095,106.688015",10.7980095,106.688015,172,Đường Hoa Lan,Phường 2,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Hoa Lan
ChIJDSMm0jIvdTERa-j8976LeK0,MY KINGDOM HAI BÀ TRƯNG,Cửa hàng đồ chơi,028 3820 9733,http://mykingdom.com.vn/,"394 Hai Bà Trưng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","Phường Tân Định, Quận 1",394 Hai Bà Trưng,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.790847999999999,106.68843299999999",10.790847999999999,106.68843299999999,415,Đường Hai Bà Trưng,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Hai Bà Trưng
ChIJdbnFGrkodTERkBg94A0wecQ,SHOP ĐỒ CHƠI GỖ,Cửa hàng đồ chơi,0906 205 279,http://www.dochoigo.com/,"66 Nơ Trang Long, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 14, Bình Thạnh",66 Nơ Trang Long,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8075175,106.6951639",10.8075175,106.6951639,72,Đường Nơ Trang Long,Phường 14,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nơ Trang Long
ChIJq5JFzb8odTERLJOkI2EkGqM,Ngôi nhà đồ chơi,Cửa hàng đồ chơi,0918 793 356,https://ngoinhadochoi.business.site/,"Việt Nam, 175 Bùi Đình Tuý Phường 24 Quận Bình Thạnh, Hồ Chí Minh, Thành phố Hồ Chí Minh 718440","Phường 24, Hồ Chí Minh","Việt Nam, 175 Bùi Đình Tuý Phường 24 Quận Bình Thạnh",Thành phố Hồ Chí Minh,718440.0,"Hồ Chí Minh, Thành phố Hồ Chí Minh",VN,"10.8079799,106.7062227",10.8079799,106.7062227,83,Đường Bùi Đình Túy,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Bùi Đình Túy
ChIJyyoQgtEpdTERoMoPmmw0rio,Đồ chơi trẻ em,Cửa hàng đồ chơi,028 3995 6142,http://dochoitreem.com/,"596/1A Nguyễn Đình Chiểu, Phường 3, Quận 3, Thành phố Hồ Chí Minh 700000","Phường 3, Quận 3",596/1A Nguyễn Đình Chiểu,Thành phố Hồ Chí Minh,700000.0,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.769046699999999,106.6814395",10.769046699999999,106.6814395,1B,Hẻm 491 Nguyễn Đình Chiểu,Phường 2,Quận 3,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
ChIJyfBFd9IodTER-QysDFtI1mY,Picnictoy- Chuyên gia tư vấn đồ chơi trẻ em,Cửa hàng đồ chơi,0822 292 012,http://picnictoy.vn/,"43 Trần Quý Khoách, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 70000","Phường Tân Định, Quận 1",43 Trần Quý Khoách,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.793237,106.68796739999999",10.793237,106.68796739999999,39,Hẻm 1 Đường Trần Quý Khoách,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Quý Khoách
ChIJxXxW4C8pdTERhoTadM5xntM,Con Cưng Ơi - Cửa Hàng Đồ Chơi Trẻ Em 79HVT,Cửa hàng đồ chơi,0907 688 709,http://concungoi.vn/,"79 Đường Hoàng Văn Thụ, P. 15, Phú Nhuận, Thành phố Hồ Chí Minh","P. 15, Phú Nhuận",79 Đường Hoàng Văn Thụ,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.799201,106.67792969999999",10.799201,106.67792969999999,83,Hẻm 73 Hoàng Văn Thụ,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Hoàng Văn Thụ
ChIJMwVlbLoodTERYgeh56Z39JU,Cửa Hàng Đồ Chơi Chợ Lớn,Cửa hàng đồ chơi,0909 384 900,https://www.facebook.com/DoChoiChoLon/%3Fref%3Dbr_rs,"237 Đ. Điện Biên Phủ, Phường 15, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 15, Bình Thạnh",237 Đ. Điện Biên Phủ,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8006802,106.70743929999999",10.8006802,106.70743929999999,94,Đường Điện Biên Phủ,Phường 15,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Điện Biên Phủ
ChIJCeJvKvIvdTERD9-qhxw2wLY,Shop Trung Đồ Chơi Người Lớn,Cửa hàng đồ chơi,0937 828 228,http://trungdochoi.com/,"561 Đ. Trần Hưng Đạo, P, Quận 1, Thành phố Hồ Chí Minh 70000","P, Quận 1",561 Đ. Trần Hưng Đạo,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7570947,106.6859544",10.7570947,106.6859544,555,Hẻm 569 Đường Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
ChIJny-SuIUpdTERyyLDb9FUeGQ,CTCP Những Trẻ Em Vàng,Cửa hàng đồ chơi,0868 586 299,https://www.funnyland.vn/,"Rm. 805, Citilight Tower, 45 Đ. Võ Thị Sáu, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh 70000","P. Phú Thuận, Quận 1","Rm. 805, Citilight Tower, 45 Đ. Võ Thị Sáu",Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7902598,106.6947919",10.7902598,106.6947919,,Đường Võ Thị Sáu,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Võ Thị Sáu
ChIJQeUeZwwvdTER5vxDKMtR_g4,Funnyland,Cửa hàng đồ chơi,028 6676 5120,https://www.funnyland.vn/,"Tầng 3, TTTM Takashimaya, 94 Đ. Nam Kỳ Khởi Nghĩa, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh","P. Phú Thuận, Quận 1","Tầng 3, TTTM Takashimaya, 94 Đ. Nam Kỳ Khởi Nghĩa",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7731294,106.7006062",10.7731294,106.7006062,,Đường Nam Kỳ Khởi Nghĩa,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nam Kỳ Khởi Nghĩa
ChIJL-2G0hgvdTERFeGbIRwXKQM,Đồ Chơi Trẻ Em - Đồ chơi an toàn cho bé | BabyPonyShop,Cửa hàng đồ chơi,0977 666 521,https://babyponyshop.com/,"114 Đường số 2, Cư xá Đô Thành, Quận 3, Thành phố Hồ Chí Minh 700000","Cư xá Đô Thành, Quận 3",114 Đường số 2,Thành phố Hồ Chí Minh,700000.0,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7729398,106.6809543",10.7729398,106.6809543,112,Đường Số 2,Phường 4,Quận 3,Hồ Chí Minh,True,Đường Số 2
ChIJ83Xl4fEpdTER-jRwwo1ubTA,Shop đồ chơi Ribibo,Cửa hàng đồ chơi,0337 674 335,,"2 Đ. Cầm Bá Thước, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 7, Phú Nhuận",2 Đ. Cầm Bá Thước,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.8035561,106.6866589",10.8035561,106.6866589,1,Đường Cầm Bá Thước,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Cầm Bá Thước
ChIJKRbH2homdTERvGxZfRS3Vek,Thế Giới Đồ Chơi Nam Trường + văn phòng phẩm,Cửa hàng đồ chơi,0976 066 633,,"83 Đ. Trần Não, P. Bình An, Quận 2, Thành phố Hồ Chí Minh","P. Bình An, Quận 2",83 Đ. Trần Não,Thành phố Hồ Chí Minh,,"Quận 2, Thành phố Hồ Chí Minh",VN,"10.794684799999999,106.7311589",10.794684799999999,106.7311589,,Đường Trần Não,Phường An Khánh,Thủ Đức,Hồ Chí Minh,True,Đường Trần Não
